maintext,title,scores
"En mars 2020, le Covid-19 s'est abattu sur des maisons de retraite démunies face à la virulence de l'épidémie. Des personnes âgées sont mortes par centaines dans les Ehpad, souvent à cause d'une insuffisance respiratoire, parfois dans de grandes souffrances.
C'est pour atténuer ces souffrances que le 29 mars, le gouvernement a autorisé par décret le recours à des médicaments de soins palliatifs. Parmi eux, le Rivotril et le Midazolam, habituellement interdits en médecine de ville et dans les Ehpad. Cette décision a parfois été très mal vécue par le personnel soignant.
""Ça nous a choqués, de se dire que là, on ne donnait aucune chance aux personnes âgées de s'en sortir""
C'est le cas à Buzançais, dans l'Indre, où l'Ehpad public Saint-Roch a accepté d'ouvrir ses portes à une équipe de ""Pièces à conviction"". En six semaines, l'établissement a perdu vingt de ses résidents. Ici, deux malades en fin de vie ont reçu des injections de Midazolam. Leurs familles en ont été averties. Mais plutôt que d'abréger leurs souffrances, les soignants auraient préféré pouvoir mieux prendre soin des personnes âgées atteintes du Covid-19.
""Quand on a reçu ces directives, ça nous a choqués, témoigne Sandra Rotureau, cadre de santé, de se dire que là, on ne donnait aucune chance aux personnes âgées de s'en sortir. Quand une personne âgée n'est pas hospitalisée [par manque de lits] et qu'ensuite, ce qu'on lui propose, c'est une sédation dès l'instant qu'elle va présenter une détresse respiratoire... ma première réaction, se rappelle-t-elle, ç'a été : on nous demande de faire une euthanasie passive auprès de nos résidents.""
""Qu'on ait osé nous demander de piquer nos patients pour les faire partir plus vite, c'est insupportable""
Ailleurs qu'à Buzançais, une médecin d'Ehpad public partage, à visage caché, ""un sentiment d'horreur"". Alors qu'elle n'a ""pas le droit de prescrire quelque chose [comme l'hydroxychloroquine ?] qui pourrait soigner les personnes si elles étaient atteintes"", elle est ""autorisée à les faire partir... en douceur"".
""On a abrégé les souffrances des gens. Moi, j'appelle ça l'euthanasie, poursuit-elle, extrêmement choquée. Qu'on ait osé nous demander de piquer nos patients pour les faire partir plus vite, c'est insupportable.""
Extrait de ""Covid-19 : que se passe-t-il vraiment dans les Ehpad ?"", une enquête à voir dans ""Pièces à conviction"" le 18 novembre 2020 à 21h05.
> Les replays des magazines d'info de France Télévisions sont disponibles sur le site de Franceinfo et son application mobile (iOS & Android), rubrique ""Magazines"".","VIDEO. Covid-19 : ""On a abrégé les souffrances des gens, j'appelle ça l'euthanasie"", s'indigne une médecin d'Ehpad public",0.65
"CALGARY — Les dons de sang des personnes ayant attrapé la COVID-19 ou ayant été vaccinées contre la maladie sont sûrs pour les patients qui reçoivent ces produits sanguins, a fait savoir la Société canadienne du sang qui se veut rassurante auprès du public.
Chantale Pambrun, porte-parole de l’organisme, a souligné que la COVID-19 est provoquée par un virus respiratoire et qu’il n’y a pas de danger que celui-ci soit transmis par le sang.
Plus de 950 000 Canadiens ont été infectés depuis l’apparition du virus au pays il y a un an et les effets à long terme de la COVID-19 sont toujours inconnus.
La Société canadienne du sang a ajusté son questionnaire afin qu’un donneur potentiel de produits sanguins puisse indiquer s’il a été exposé à la COVID-19 dans les deux semaines précédentes ou s’il a été affecté par la maladie dans les derniers 28 jours.
Mme Pambrun a affirmé que l’approvisionnement de produits sanguins est demeuré constant durant la pandémie et qu’il semble même y avoir eu une hausse dans le nombre de nouveaux donneurs.
Quelque 17 000 unités sont nécessaires, sur une base hebdomadaire, pour faire face à la demande au Canada. Environ 400 000 Canadiens, sur une population de 37 millions de personnes, font des dons de sang sur une base régulière.
Le sang d’anciens patients de la COVID-19 a été utilisé dans le cadre d’un projet-pilote national pour vérifier si les receveurs allaient développer des anticorps.
«C’était la seule façon logique d’y parvenir avant l’élaboration de vaccins approuvés», a souligné le Dr Davinder Sidhu, le pathologiste qui a mené l’étude à partir du Foothills Medical Centre, un important hôpital de recherche et d’enseignement situé à Calgary, en Alberta.
Le projet a pris fin, mais les résultats de l’étude sont toujours analysés. La Société canadienne du sang se penche notamment sur les résultats qui pourraient donner un portrait de la transmission de la COVID-19 dans les différentes régions à travers le pays.
Le Dr Sidhu, un chercheur associé à l’Université de Calgary, est aussi d’avis qu’il n’y a pas de crainte à avoir face au sang des donneurs qui ont déjà eu la COVID-19 ou qui ont été vaccinés contre la maladie.",Pas de danger face aux dons de sang des personnes vaccinées ou rétablies de la COVID,0.31
"Dans l'Ehpad Saint-Jacques à Grenade (Haute-Garonne), les visites se font sur rendez-vous uniquement, pas plus de trois fois par semaine. L'ouverture est limitée pour les familles, même si aucun cas de Covid-19 n'a été enregistré. Les retrouvailles ont lieu dans une pièce dédiée, régulièrement désinfectée. Les contacts physiques doivent être évités. La direction de l'Ehpad a dû trouver un équilibre entre deux impératifs : la ""sécurité sanitaire"" et ""la sécurité psychologique et psychique, parce qu'on sait bien que cette période d'isolement est très difficile à vivre"", explique Didier Carles, le directeur, pour le 20 Heures du lundi 12 octobre.
Certains Ehpads ne limitent pas les visites
Dans l'Ehpad Vilanova à Corbas, près de Lyon (Rhône) situé en zone d'alerte maximale, les visites restent libres, sans rendez-vous, tous les après-midi. La seule contrainte est de s'inscrire dans un registre à l'entrée et, bien sûr, respecter scrupuleusement les gestes barrières. Selon l'équipe dirigeante, l'absence de contact extérieur entraîne une perte d'autonomie et une dégradation de l'état des résidents, d'où le choix de ne pas limiter les visites, qui seront toutefois suspendues si des cas de Covid-19 se déclarent.
Le JT
Les autres sujets du JT",Coronavirus : les Ehpad adoptent leurs propres règles pour les visites,0.45
"Covid-19: 75% des personnes en maison de retraite ont été vaccinées, selon Alain Fischer
Invité par LCI lundi 22 février, Alain Fischer a affirmé qu'«aujourd'hui, la majorité des personnes en maison de retraite ont été vaccinées». Le président du Conseil d'orientation de la stratégie vaccinale a également souligné «un bon taux d'acceptation» : 80 % des personnes en EPHAD ont accepté d'être vaccinées, ce qui est bien», a-t-il précisé.","Covid-19: 75% des personnes en maison de retraite ont été vaccinées, selon Alain Fischer",0.89
"""On a perdu plusieurs centaines de milliers d'euros"" : à cause des contraintes liées au Covid-19 les Ehpad n'ont plus la cote
De nombreux Ehpad, pour lesquels la liste d'attente était auparavant la règle, accusent une baisse de leur taux d'occupation. En cause, les règles contraignantes imposées par la crise sanitaire du Covid-19.
Sur le portail à l'entrée, une affiche nous prévient : ""Portes condamnées"". Il faut appeler un numéro pour passer. À l'Ehpad Les Edelweiss, à Voiron, en Isère, les restrictions de visites ont été assouplies malgré la pandémie de coronavirus Covid-19, mais il faut encore prendre rendez-vous et uniquement dans l'après-midi pour venir voir un proche. Et faire contrôler sa température aussi.
Mais à l'intérieur, la vie continue, avec moins de pression : 95% des résidents sont désormais vaccinés. Soixante dix-sept résidents sont actuellement dans l'Ehpad, sur 102 lits, soit un taux d'occupation d'un peu plus de 75% : du jamais vu. ""2020 a été une année très compliquée, de mars à mai, explique Alexandre Fragne, le directeur. On n'a pas pu faire d'entrées pendant cette période, mais on a eu par contre beaucoup de sorties. On a eu une grosse vague de Covid en octobre, avec 60 résidents touchés et neuf décès. Et dès qu'on a un cas Covid, on ferme.""
""Les gens ont peur d'attraper le virus ici, ou d'être privés de liberté. Sans l'aide de l'ARS, on n'aurait pas tenu le coup. On a perdu plusieurs centaines de milliers d'euros."" Alexandre Fragne à franceinfo
Sur liste d'attente, certains personnes ne veulent parfois même pas tenter leur chance. ""On avait quand même resserré les vis sur les conditions de visite et de sortie de l'établissement qui a provoqué une certaine colère au sein de certaines familles, indique Sabine Mazière, médecin coordinateur. Maintenant qu'on arrive à une couverture vaccinale franchement satisfaisante...""
""Je pense qu'aujourd'hui, une personne âgée à son domicile a plus de risques d'attraper le Covid qu'au sein de notre établissement."" Sabine Mazière à franceinfo
Si à l'Ehpad Les Edelweiss, certaines chambres restent vides, ce n'est évidemment pas le cas partout sur le territoire. Il est encore trop tôt pour évoquer une tendance nationale, prévient la Fnadepa, la Fédération des associations de directeurs d'établissements pour personnes âgées qui décrit une situation ""hétérogène"", mais les remontées du terrains sont bien là. Avec, notamment, des taux d'occupation en forte baisse dans certains établissements, ce qui reste exceptionnel alors que le taux moyen en 2019, au niveau national, était de 97 %.","""On a perdu plusieurs centaines de milliers d'euros"" : à cause des contraintes liées au Covid-19 les Ehpad n'ont plus la cote",0.54
"[EN VIDÉO] Comment fonctionne un vaccin à ARN messager ? Pfizer et Moderna ont choisi cette technique de pointe pour concevoir en un temps record leur vaccin contre le Covid-19. Cette vidéo présente tout ce qu'il faut savoir sur les vaccins à ARN messager en trois minutes !
C'est une question qui a préoccupé tous les parents : pourquoi devrais-je vacciner mes enfants ? En effet, les essais cliniques vaccinaux n'avaient pas intégré ce type de population dans leur étude. En plus des données de pharmacovigilance, un récent essai de phase 1 rassure en démontrant que le vaccin est sûr chez les enfants de 5 à 12 ans. Les résultats préliminaires des essais de phase 2 et 3, encore en cours, sont également très encourageants.
Vous pouvez faire vacciner vos enfants sans crainte. Telle est la conclusion que nous pouvons tirer du récent essai clinique de phase 1 publié dans le New England Journal of Medicine. Ce dernier avait pour objectif d'évaluer la sécurité et l'immunogénicité du vaccin BNT162b2 de chez Pfizer. De mars à avril 2021, au sein de quatre hôpitaux américains, 48 enfants âgés de 5 à 11 ans ont reçu différentes injections du vaccin en matière de dosage (10, 20 et 30 microgrammes), cela afin d'évaluer le meilleur compromis concernant les paramètres susmentionnés. Selon les premiers résultats, deux doses de 10 microgrammes de vaccin seraient suffisantes pour protéger les enfants. La plupart des effets indésirables (douleur au site d'injection, rougeur, gonflement, fièvre) observés ont été modérés et tous ont été transitoires selon les résultats des essais de phase 2 et de phase 3. L'essai va se poursuivre pendant deux ans, mais on peut d'ores et déjà recommander la vaccination pour ces enfants. Concernant les enfants plus jeunes, des essais sont en cours.",Le vaccin de Pfizer est sûr pour les enfants de 5 à 12 ans,0.5
"Des personnalités pour inciter à se vacciner : ""Ça a l'air ridicule mais c'est très efficace"", assure un spécialiste de la communication politique
""Brigitte Macron se faisant vacciner"" serait un choix évident, défend Philippe Moreau-Chevrolet, président de MCBGConseil. ""On n'est pas forcé d'aller chercher Sheila ou Mimie Mathy"".
Mimie Mathy, Nikos Aliagas ou encore Arthur : le gouvernement envisage de mobiliser des personnalités françaises pour inciter les plus de 55 ans à se faire vacciner avec AstraZeneca. Matignon souhaite mettre en place une campagne de communication où on verrait ces personnalités publiques se faire vacciner face caméra.
>> Les dernières informations sur le Covid-19 dans notre direct.
""Ça a l'air ridicule parce qu'on mentionne les noms de Sheila, de Nikos, et on se dit on fait du people, mais en fait non, c'est très efficace"", assure jeudi 22 avril sur franceinfo Philippe Moreau-Chevrolet, spécialiste de communication politique, président de MCBGConseil et professeur à Sciences Po.
""Il y a des précédents : Elvis Presley s'était fait vacciner devant les caméras. C'était en 1956 contre la polio, et cela avait eu un impact immédiat."" Philippe Moreau-Chevrolet, spécialiste de communication politique à franceinfo
""Ça avait fait pousser les taux d'adhésion des jeunes, en l'occurrence, pour se faire vacciner à 80% en l'espace de quelques mois, donc c'est véritablement très efficace"", constate le professeur Moreau-Chevrolet.
Brigitte Macron ou Édouard Philippe, des choix judicieux
""Il y a quelqu'un qui devrait être évident et que l'exécutif devrait beaucoup plus mobiliser dans sa communication : c'est Brigitte Macron, suggère l'expert en communication politique. Parce que Brigitte Macron se faisant vacciner, c'est quelqu'un que les Français ont plutôt bien suivi, donc, ça aurait un impact fort. On n'est pas forcé d'aller chercher Sheila ou Mimie Mathy"".
""Dans le personnel politique, il y a aussi des gens très populaires qui pourraient se faire vacciner, propose également Philippe Moreau-Chevrolet. Je ne sais pas si Édouard Philippe l'a considéré. Mais ce serait très bien. Il faut mobiliser le plus de gens possible pour rassurer sur le vaccin et la vaccination en général, même si les Français adhèrent de plus en plus au principe de vaccination"". ""Ce qu'il faudrait, c'est que l'exécutif agisse, c'est-à-dire mette en place la campagne et qu'on n'en parle pas pendant des semaines avant, parce que c'est ça, finalement, qui nuit à l'impact.""","Des personnalités pour inciter à se vacciner : ""Ça a l'air ridicule mais c'est très efficace"", assure un spécialiste de la communication politique",0.49
"Il ne faut pas crier victoire trop vite... Selon les modélisations du Centre européen de prévention et de contrôle des maladies, le variant Delta sera majoritaire dès le mois d'août dans l'Union européenne. L'agence appelle à accélérer les vaccinations chez les jeunes et les personnes âgées. Elle met en garde contre l'assouplissement, dans certains pays, des mesures sanitaires. Faute de quoi, hospitalisations et décès pourraient atteindre les mêmes niveaux qu'à l'automne 2020.
Cela vous intéressera aussi [EN VIDÉO] Pourquoi avons-nous plus peur des vaccins que des médicaments ? Près d’un Français sur quatre refuse de se faire vacciner. La plupart des gens n’ont pourtant aucune réticence à avaler des médicaments. D'où vient cette différence ?
Le variant Delta du coronavirus, particulièrement contagieux, devrait représenter 90 % des nouveaux cas de Covid-19 dans l'Union européenne d'ici fin août, a estimé mercredi le Centre européen de prévention et de contrôle des maladies (ECDC), en appelant à la vigilance. « Il est très probable que le variant Delta circule largement pendant l'été, en particulier chez les jeunes qui ne sont pas ciblés par la vaccination », a averti Andrea Ammon, la directrice de l'Agence européenne des maladies.
Voir aussi Une nouvelle mutation détectée sur le variant Delta : le Delta plus
Si le variant Alpha, d'abord détecté au Royaume-Uni, reste actuellement prédominant dans la région, les modélisations de l'agence prévoient que le variant Delta, repéré initialement en Inde, représentera 70 % des nouvelles infections dans l'UE d'ici début août et 90 % d'ici fin août, a indiqué le centre dans une note. Pour faire rempart à l'émergence du variant, qui est 40 à 60 % plus transmissible que l'Alpha selon l'agence sanitaire, l'ECDC appelle à accélérer les vaccinations.
Andrea Ammon, directrice de l'Agence européenne des maladies, met en garde contre le variant Delta qui circulera largement cet été, et s'inquiète pour les jeunes qui ne sont pas ciblés par la vaccination. © Mirko Vitali, Adobe Stock
Vaccination : course contre la montre
En laboratoire ou en vie réelle, les études convergent sur un point : recevoir une seule dose de vaccin n'apporte qu'une protection limitée contre le variant Delta. À ce jour, environ 30 % des plus de 80 ans et quelque 40 % des plus de 60 ans dans l'Union européenne ne sont pas encore complètement vaccinés, d'après l'ECDC, qui regroupe les 27 pays de l'Union européenne ainsi que la Norvège, l'Islande et le Liechtenstein. « À ce stade, il devient crucial que la deuxième dose de vaccin soit administrée dans l'intervalle minimum autorisé après la première dose, afin d'accélérer le rythme auquel les personnes vulnérables sont protégées », a plaidé Andrea Ammon.
L'ECDC invite par ailleurs les pays à la prudence face à l'assouplissement des mesures sanitaires pour lutter contre le virus. Selon les scénarios de l'agence, « tout relâchement au cours de l'été des mesures non pharmaceutiques qui étaient en place dans l'UE/EEE au début du mois de juin pourrait entraîner une augmentation rapide et significative du nombre de cas quotidiens dans tous les groupes d'âge ».
Cette augmentation conduirait à une hausse des hospitalisations et des décès « qui pourrait atteindre les mêmes niveaux qu'à l'automne 2020 si aucune mesure supplémentaire n'était prise », avertit le Centre européen de prévention et de contrôle des maladies.",Covid-19 : le variant Delta représentera 90 % des infections en Europe fin août,0.38
"Covid-19 : les sociétés pharmaceutiques Pfizer et BioNTech annoncent que leur vaccin est ""efficace à 90%""
Les résultats viennent de la première analyse intermédiaire de l'essai de phase 3, la dernière avant une demande d'homologation.
Un nouvel espoir dans la lutte contre le Covid-19. Le vaccin développé par l'américain Pfizer et l'allemand BioNTech est ""efficace à 90%"", affirment lundi 9 novembre les deux sociétés pharmaceutiques, après la première analyse intermédiaire de leur essai de phase 3, la dernière avant une demande d'homologation.
La protection des patients a été obtenue sept jours après la deuxième des deux doses et 28 jours après la première, selon les résultats préliminaires.
Des soignants vaccinés avant la fin de l'année ?
""Plus de huit mois après le début de la pire pandémie en plus d'un siècle, nous pensons que cette étape représente un pas en avant significatif pour le monde dans notre bataille contre le Covid-19"", a déclaré le président-directeur général de Pfizer, Albert Bourla, dans un communiqué.
""Le premier ensemble de résultats de notre essai de vaccin Covid-19 de phase 3 fournit la preuve initiale de la capacité de notre vaccin à prévenir le Covid-19"", ajoute-t-il. Sur la base de projections, les entreprises ont déclaré qu'elles prévoyaient de fournir jusqu'à 50 millions de doses de vaccins dans le monde avant la fin de l'année et jusqu'à 1,3 milliard de doses en 2021.
Pfizer et BioNTech entendent demander une autorisation d'utilisation d'urgence de leur vaccin dès ce mois-ci aux Etats-Unis. Ils estiment que les trois critères nécessaires (efficacité, absence de risque pour la santé et capacité de produire à grande échelle) seront remplis d'ici la fin du mois. Ce qui signifirait, selon le Guardian (article en anglais), que des membres du personnel hospitalier pourraient être les premiers à être vaccinés dans certains pays avant la fin de l'année.
Une annonce ""encourageante"" pour le directeur général de l'OMS
Après cette annonce, qui a provoqué un bond des Bourses mondiales, le président américain Donald Trump a salué une ""excellente nouvelle"". Le président élu Joe Biden a dit y voir un ""signe d'""espoir"", tout en prévenant que la ""bataille"" était encore loin d'être gagnée.
Le directeur général de l'Organisation mondiale de la santé (OMS), Tedros Adhanom Ghebreyesus, a quant à lui jugé ""encourageante"" cette annonce.
We welcome the encouraging vaccine news from @pfizer & @BioNTech_Group & salute all scientists & partners around the who are developing new safe, efficacious tools to beat #COVID19. The is experiencing unprecedented scientific innovation & collaboration to end the pandemic! — Tedros Adhanom Ghebreyesus (@DrTedros) November 9, 2020
""Nous saluons les nouvelles encourageantes en matière de vaccin provenant de @pfizer & @BioNTech_Group et saluons tous les scientifiques et partenaires dans le monde qui développent de nouveaux outils sûrs et efficaces pour vaincre le Covid-19"", a tweeté le chef de l'agence onusienne.","Covid-19 : les sociétés pharmaceutiques Pfizer et BioNTech annoncent que leur vaccin est ""efficace à 90%""",0.81
"TORONTO — L’Ontario rapporte samedi 355 nouveaux cas de COVID-19 et 13 décès liés à la maladie sur son territoire.
La ministre de la Santé, Christine Elliott, précise que 58 de ces nouveaux cas ont été identifiés à Toronto, 54 à Waterloo et 45 dans la région de Peel. Elle ajoute que 23 autres cas ont été signalés à Hamilton et 22 dans la région desservie par l’Unité de la santé de Porcupine.
Selon les autorités, les hôpitaux s’occupent de 336 patients. Tous, sauf un, sont aux soins intensifs. Parmi eux, 221 ont besoin d’un respirateur.
Ces données s’appuient sur près de 25 400 tests.
Mme Elliot indique aussi que 213 236 doses de vaccin ont été administrées dans la province depuis la publication du bilan précédent, pour un total de plus de 12,3 millions de doses.",L'Ontario rapporte 355 nouveaux cas de COVID-19 et 13 décès liés à la maladie,0.83
"L’Organisation Mondiale de la Santé (OMS) indique ne pas recommander l’utilisation du remdésivir pour soigner les patients COVID-19. Selon elle, il n’existe aucune preuve que le médicament antiviral améliore leur survie.
Le remdésivir ne devrait pas être utilisé, selon le Groupe d’élaboration des lignes directrices de l’OMS. Et ce, quel que soit le degré de gravité du COVID-19 chez les patients hospitalisés
Rappelons que le remdésivir est le premier médicament approuvé au Canada pour traiter la nouvelle maladie à coronavirus. Il est administré par voie intraveineuse.
Pour justifier sa recommandation, le Groupe de l’OMS soutient que le remdésivir n’a aucun effet significatif sur la mortalité des patients. Ni sur le besoin de recourir à de la ventilation mécanique. Ni sur le délai d’amélioration clinique.
Notons que le but de ce Groupe est de fournir, dans un contexte évolutif rapide, des conseils fiables en matière de COVID-19. Ultimement, il s’agit d’aider les médecins à prendre de meilleures décisions.
Nouvelle analyse des preuves
Début novembre, une étude scientifique publiée dans The New England Journal of Medicine concluait que l’utilisation du remdésivir était supérieure à celle de placebo.
Selon l’étude, l’utilisation de l’antiviral raccourcissait le délai de récupération chez des adultes infectés au niveau des voies respiratoires inférieures.
La nouvelle recommandation de l’OMS se base plutôt sur une autre analyse de preuves.
Celle-ci compare les effets de plusieurs traitements médicamenteux contre la COVID-19. Elle comprend les données de quatre essais randomisés internationaux portant sur plus de 7 000 patients hospitalisés pour la COVID-19.
En octobre 2020, un article encore non revu par les pairs conclut que le remdésivir, l’hydroxychloroquine, le lopinavir et l’interféron n’ont pas d’effet significatif notable.
Le Groupe de l’OMS reconnaît toutefois que la certitude de la preuve est «faible». Il ajoute qu’elle ne prouve pas que l’antiviral n’ait pas de bénéfices. Mais la possibilité de dommages secondaires importants, ainsi que des implications relativement élevées en matière de coûts et de ressources, l’encouragent à émettre cette recommandation.
Qu’adviendra-t-il du remdésivir?
L’antiviral remdésivir est utilisé depuis janvier 2020 à titre de traitement potentiellement efficace dans des cas sévères de COVID-19. Il est actuellement autorisé ou approuvé dans plus de 50 pays.
C’est le laboratoire Gilead Sciences qui l’a développé, à la base pour traiter la maladie à virus Ebola. À date, celui-ci lui a rapporté près de 900 millions de dollars, comme l’a indiqué l’Agence France Presse.
Au Canada, le coût approximatif de cinq jours de traitement au remdésivir est de 3 122 dollars canadiens.
Santé Canada avait approuvé à la fin juillet l’utilisation du remdésivir, commercialisé sous la marque Veklury.
L’antiviral est également présent sur le marché européen depuis le début du mois de juillet.
Quant à l’Agence américaine des médicaments (FDA), elle a accordé fin octobre une autorisation permanente à son utilisation pour les malades hospitalisés de la COVID-19.",l’OMS annonce qu'elle ne recommande pas le remdésivir,0.32
"Avec la pandémie de Covid-19, la France tourne légèrement au ralenti et enregistre des résultats moins catastrophiques que prévus. L'activité française s'est stabilisée en janvier à 5% en dessous de son niveau d'avant-crise, ""malgré la poursuite et le renforcement du couvre-feu"", selon une note de conjoncture publiée par la Banque de France, mardi 9 février.
>> Retrouvez les dernières informations sur la pandémie de Covid-19 dans notre direct
L'institution a révisé en hausse le niveau d'activité pour novembre et décembre, respectivement à 7% (contre 11% estimés le 13 janvier) et 5% (contre 7%), suite à la publication des comptes nationaux trimestriels de l'Insee, meilleurs que prévu pour le quatrième trimestre. ""Cette résilience est à la fois une bonne surprise sur la fin 2020, et une réassurance pour 2021"", selon le gouverneur de la banque centrale française, François Villeroy de Galhau.
Prévision de croissance de 5% pour 2021
L'activité en février serait comparable à celle de janvier, toujours à 5% en dessous du niveau d'avant-crise, estime encore la note de conjoncture. Si cette tendance devait se maintenir également en mars, cela signifierait une croissance nulle au premier trimestre. ""Mais nous l'avons constaté l'été dernier puis en décembre : dès que des restrictions ont été levées, le retour des consommateurs et de leur confiance a été spectaculaire"", assure le gouverneur de la Banque de France.
Il a par ailleurs confirmé une prévision de croissance de 5% pour 2021, la qualifiant de ""robuste et plutôt prudente"", dans un entretien aux journaux du groupe Ebra. De son côté, l'Insee avait jugé la semaine dernière que l'objectif du gouvernement d'une croissance de 6% du produit intérieur brut français en 2021 restait atteignable.","Covid-19 : l'activité en janvier 5% en dessous de son niveau d'avant-crise, selon la Banque de France",0.66
"En banlieue industrielle de Manaus, au Brésil, une scène se répète chaque jour : la foule se presse devant l’unique fabricant d’oxygène pour les particuliers de la ville. La capitale amazonienne est asphyxiée, alors ses habitants n’ont pas d’autre solution que de se débrouiller par leurs propres moyens. Tous n’ont en effet pas les moyens d’offrir une place en hôpital privé à leurs proches.
Seconde vague pas anticipée
C’est le cas de Davi Avelino Leal, dont le père est infecté. Il attend depuis huit heures pour pouvoir recharger une bouteille d’oxygène. “La majorité des gens ici, comme moi, se sont résolus à monter une sorte d’unité d’urgence à la maison, mais sans oxygène, on arrivera à rien”, commente-t-il. “Comme c’est un nouveau virus, il y a toute une série de spéculations. Ce mythe de l’immunité collective, auquel on a cru, a eu pour conséquence que les autorités n’ont pas anticipé cette deuxième vague”, explique Jesem Orellana, épidémiologiste.
Le JT
Les autres sujets du JT","Covid-19 : à Manaus, au Brésil, les autorités n’ont pas anticipé la deuxième vague",0.34
"Aucune nouvelle mesure n’a été annoncée par l’exécutif, samedi 27 février. Le matin, Jean Castex a organisé une réunion avec les préfets de 20 départements placés sous surveillance épidémiologique. ""Pas d’annonce avant d’avoir parlé aux élus locaux. Ce matin, c’était juste un point d’étape"", précise la journaliste Astrid Mezmorian, en direct de Matignon.
""Caler la méthode en cas de flambée de l’épidémie""
Jean Castex a ""voulu échanger avec les 20 préfets des 20 départements en surveillance renforcée et dialoguer avec les directeurs des agences régionales de santé concernés"", ajoute Astrid Mezmorian. Objectif ? ""Caler la méthode en cas de flambée de l’épidémie, selon différents scénarios, précise la journaliste. Les préfets des Alpes-Maritimes et du Nord ont pu faire leur retour, d’une certaine manière, car, eux, ont déjà durci les mesures à Nice (Alpes-Maritimes) ou Dunkerque (Nord), par exemple. La logique qui prédomine, c’est toujours le cas par cas.""
Le JT
Les autres sujets du JT","Confinement : pas de nouvelles mesures, après une réunion avec les préfets à Matignon",0.56
"En 2020, 1 Français sur 2 (48%) indique avoir été admis en établissement de santé. Les motifs ne sont évidemment pas tous gravissimes, puisqu'on peut aller aussi bien de la consultation médicale (26%) aux analyses biologiques ou imagerie (21%), en passant par une hospitalisation programmée (13%, 19% chez les retraités). Un peu plus d'1 Français sur 10 a été admis dans un établissement pour un passage aux urgences (11%) cette année. Mais ce qui a changé en 2020, c'est le rapport entre les Français et ces établissements de santé. L'étude* commandée par Jouve et menée par l'institut OpinionWay souligne l'intérêt des 1 002 personnes interrogées pour l'admission administrative numérique. Un passage obligatoire mais qui, comme de nombreux services de la vie quotidienne, prend désormais différentes formes.","Avec la crise sanitaire, l'admission numérique en établissement de santé est en plein boom",0.49
